Tytuł,Data publikacji,Liczba wyświetleń,Liczba polubień,Liczba komentarzy,Tagi filmu,Kategorie filmu,Channel_id,Długość filmu,Informacje o lokalizacji,Rodzaj filmu,video_id
How Poland is Quietly Becoming Biggest Superpower,2023-11-25T18:40:26Z,152,13,3,"['poland', 'europe', 'How Poland is Quietly Becoming a Superpower', ""how poland is becoming europe's next superpower"", 'why poland is becoming a superpower', 'poland superpower', 'poland army', 'poland explained', 'poland documentary', 'will poland become a superpower', 'outerside', 'outer side', ""Why Poland Is Quietly Becoming Europe's Next Superpower"", 'Is Poland Becoming a Major European Superpower?']",27,UCROjUvUiR75tPKmLjwAEZXQ,PT8M1S,{},hd,As5rwINkIys
Wszystkich Świętych 2022 / All Saints Day in Poland,2022-11-03T12:09:04Z,369,12,2,"['All Saints Day in Poland', 'Piekary Śląskie', 'wszystkich świętych', 'cmentarz', '1 listopada', '1 october', 'Poland']",19,UCFRl44VDrGM8aJdsw5KZ5pQ,PT2M8S,{},hd,7NgH2JX3DvA
Did Russia fire missile that killed 2 in Poland? | Banfield,2022-11-16T05:16:26Z,1655,29,13,['WatchBanfield'],25,UCCjG8NtOig0USdrT5D1FpxQ,PT4M32S,{},hd,Y16WI_cu_DI
Moving to Poland & Clearing Hurdles | Interview with Dr. Jen Castaneda,2022-12-24T12:35:23Z,267,14,2,"['jennifer castaneda', 'adapting to foreign culture', 'adapting to new culture', 'studying medicine in poland', 'adapting to a new culture', 'studying medicine in poland for international students', 'med school in poland', 'learning polish language', 'how to become a doctor in poland', 'Moving to Poland', 'Living in Poland']",27,UCPH6-a1KGAkAYBGKqzQpT0A,PT15M18S,{},hd,y4qtYHeIgzg
Poland Military Power 2022 | Polish Armed Forces | How Powerful is Poland?,2022-03-12T19:29:54Z,999415,7374,1144,"['poland military power 2022', 'military power comparison', 'poland military power', 'military power comparison 2022', 'military power', 'poland military', 'poland vs germany military power comparison', 'germany vs poland military power comparison', 'poland', 'poland military power 2021', 'poland army power', 'military', 'poland military power comparison 2022', 'poland military power comparison', 'russia vs poland military power comparison 2022', 'poland vs germany military power comparison 2022']",28,UCZztLkQjGjcs2OfoYGwtsNA,PT8M30S,{},hd,TpAo10Wg5JA
The Highest Waterfall in Poland & Five Polish Ponds Valley 🇵🇱,2022-08-21T06:40:49Z,828,47,52,"['Poland', 'Malaysia', 'Polish', 'Malaysian', 'Melayu', 'Malay', 'Long Distance Relationship', 'Travel', 'Polska', 'Couple', 'Long Distance', 'International Couple', 'Polish Girl', 'Malay Guy', 'PLMY', 'Adventure', 'Journey', 'syabilmhd', 'lightbold', 'lightboldtv', 'iphone', 'Shot On Iphone', 'Iphone 13 Pro', 'Poland Malaysia', 'light&boldtv', 'Mat Salleh', '2022', 'Tatra Mountains', 'Gopro', 'Trekking in Tatra', 'Hiking in Poland', 'Wodospad', 'Siklawa', 'Five Polish Ponds Valley', 'Dolina Pięciu Stawów Polskich', 'Ponds', 'Lake', 'Snow', 'Waterfall']",22,UCRPHZr_aa5USYiI9M4SEaKg,PT17M38S,"{'latitude': 49.2094418, 'longitude': 20.0407202, 'altitude': 0}",hd,O_IevMRcDWY
A Glimpse of Poland - Radom,2013-08-26T17:10:24Z,16166,163,19,"['\\radom poland\\', 'radom pistol', 'the cannery', 'beautiful city', 'Radom (City/Town/Village)', 'radom wybory', 'radom wigilia', 'Poland (Country)']",22,UCOmEXEye7ldpSi_XI0zWP8Q,PT6M52S,{},hd,sZDKe9JMOQA
Countryhumans Shitpost #7 | very LAZY | 5 partitions of Poland,2020-07-24T12:00:12Z,79592,2409,88,"['CH', 'countryhumans', 'shitpost', 'КХ', 'Каунтрихуманс', 'PanzerAnGriff', 'countryhumans shitpost', 'Ukraine', 'Russia', 'countryballs', 'shitpost memes', 'compilation', 'Third Reich', 'Третий Рейх', 'Poland', 'meme', 'УССР', 'БССР', 'СССР', 'Баян', 'Panzer', 'USSR', 'Byelorussia', 'Prussia', 'Austrian Empire', 'Russian Empire', '5 partitions of Poland', 'Duchy of Warsaw', '1939', 'Polish-Lithuanian Commonwealth']",1,UCgWvf36vg_wBTH3SLs-z2Ig,PT1M15S,{},hd,vmHN6-LcPZU
Grocery Shopping In Poland | Costly Indian Alcohol in Poland | Polish Supermarket Warsaw Polandvlogs,2020-09-01T15:00:06Z,28606,793,254,"['poland online grocery shopping', 'poland vegetable prices', 'cheapest supermarket in poland', 'carrefour return policypoland', 'supermarket warsaw', 'online grocery shopping warsaw', 'Grocery Shopping In Poland', 'carrefour poland online shopping', 'alcohol prices in poland', 'grocery stores in poland', 'polish supermarket', 'poland vlog', 'top market Warsaw poland', 'warsaw poland vlog', 'poland malayalam vlog', 'sayali rahate', 'indians in poland', 'Costof living in Poland', 'warsaw poland', 'warsaw vlog']",22,UCuTW-VCyv4a8B8aReF2_D-A,PT19M32S,{},hd,u2ZlSVwKwXQ
Driving from England to Poland via Eurotunnel,2023-11-25T12:00:07Z,93,25,4,"['Pinoy in Poland', 'Polish-Filipina couple', 'travel vlog', 'daily vlog', 'Igorot Vlogger', 'Majka i Masenia', 'majka i mama', 'Poland travel', 'Pinay in UK', 'Polish-Pinoy family life in UK', 'eurotunnel']",24,UCB2ce3ok5x6pVrVQFLnWz_g,PT7M50S,{},hd,na6oJhAjccM
Laura - To The Moon - Poland 🇵🇱 - Official Music Video - Junior Eurovision 2022 TEACHER PAUL REACTS,2022-11-13T19:15:08Z,4125,132,10,"['poland eurovision 2022', 'laura to the moon poland', 'laura mvula sing to the moon', 'to the moon laura shigihara', 'to the moon laura reaction', 'laura to the moon reaction', 'laura poland reaction', 'poland reaction eurovision 2022', 'poland reaction', 'reackja polska']",24,UCT99PQ5nkgshVaoBlU5jiKw,PT4M29S,{},hd,URoNLQlo0Fg
Warsaw Poland | Couple city trip 🇵🇱,2021-10-25T19:42:56Z,39431,755,110,"['warsaw poland', 'poland vlog', 'warsaw vlog', 'wodka', 'warsaw travel guide', 'warsaw poland travel', 'warsaw city trip', 'warsaw 48 hours', 'warsaw 2 days', 'warsaw 24 hours', 'warsaw 3 days', 'warsaw vodka', 'voyage varsovie', 'varsovie pologne', 'warsaw pierogi', 'warsaw chopin', 'lazienki park in warsaw', 'warsaw walking tour', 'warsaw 2021', 'warsaw romantic', 'warsaw things to do', 'warsaw things to do and see', 'warsaw expensive', 'warsaw cooking class', 'warsaw poland vlog', 'Warsaw poland 4k', 'Warszawa']",19,UCsHY1ULbrwWCVlkmuozJxmA,PT9M22S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,RqwlEHmBohk
২০২৪ সালে পোল্যান্ডের ভিসা কেমন হবে? Poland work visa information 2024,2023-11-16T11:55:24Z,16703,647,391,"['২০২৪ সালে পোল্যান্ডের ভিসা কেমন হবে?', 'poland free work visa 2024', 'poland work permit 2024', 'পোল্যান্ড ভিসা আপডেট', 'এম্বাসি দিল্লি আপডেট', 'নতুন বছরে পোল্যান্ডের ভিসার রেশিও কতো?', 'Poland work visa update 2024', 'What is the best visa in Poland?', 'What jobs are in demand in Poland?', 'Can I apply visa online for Poland?', 'How much is Poland visa fees?', 'Where to apply for a Poland work visa?', 'পোল্যান্ড']",22,UCqMZ1MLMYLYO-EfJZW6B9iw,PT11M45S,{},hd,kizwd6ehAuY
5 Culture Shocks in Poland | Japanese Living in Poland,2023-11-04T08:00:31Z,20361,541,100,"['Polish', 'Japanese', 'Polska', 'Japonia', 'Cultural differences', 'culture shock', 'in Poland', 'Polish people', 'Japanese people']",22,UCDsu4wkYuPfjdPMgcCoS_7A,PT8M21S,"{'latitude': 50.0646501, 'longitude': 19.9449799, 'altitude': 0}",hd,5a4f7oBb6_E
Save money when traveling to Poland💸💸,2023-02-27T16:45:02Z,121,5,0,"['polish currency', 'polish currency pronunciation', 'polish zloty pronunciation', 'polish zloty', 'poland currency', 'Can i pay by card in poland?', 'can i pay by card in poland?', 'polish money', 'money in poland', 'polish banknotes', 'how to exchange money in poland', 'poland banknotes', 'exchange money in poland', 'currency exchange in poland', 'money exchange in poland', 'banknotes of poland', 'currency poland', 'currency of poland', 'coins of poland', 'poland which currency', 'which currency poland use']",19,UC2JCmkW0Kjmb-coSRDbEVzg,PT3M34S,{},hd,hMfvXk9etqg
Republic of Poland (1918-1939. 1989-) National anthem and Military Marches,2017-03-25T19:18:52Z,48231,1060,175,[],10,UCcKc05hZKjNAPxSW2p3okOA,PT16M34S,{},hd,AWI2qSHmOQQ
HOW TO GET A WORK PERMIT  IN POLAND ? | African Queen in Poland 🌍👸🏾 🇵🇱,2019-12-18T15:02:09Z,10208,662,91,"['work in poland', 'document in poland', 'work permit poland', 'travel to poland', 'study in poland', 'refugees in poland', 'relocate in poland', 'appartment in poland', 'companies in poland', 'resident card poland', 'immigration poland', 'offers in poland', 'american in poland', 'black in poland', 'apply for TRC in poland', 'working visa poland', 'how to apply for work permit in poland']",26,UCYYSKjsFjBB_zF7ixspIaKA,PT9M44S,{},hd,PcknU34MmX4
Katowice (Poland) as a city of the future visualised by AI,2023-06-04T13:14:58Z,267,1,0,"['ai art', 'dark fantasy', 'dungeons and dragons', 'ai generated', 'midjourney', 'meme', 'future city competition', 'strefa kultury', 'katowice park', 'katowice z lotu ptaka', 'katowice z drona', 'katowice centrum', 'rynek katowice']",1,UCXb_fHUobphPgBeoPBBzXhA,PT1M35S,{},hd,gRbbzxTUZeE
"Moved the whole family from US to Poland, because she couldn't afford a living",2023-06-07T18:18:25Z,672,26,3,"['poland', 'america', 'reality', 'expats', 'motivation', 'travel channel', 'travel vlogger']",19,UCZbpx4dTPQ4uAnBZ12moGIA,PT58S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,9ZyzzmbnBg0
"Top 10 things to do in Krakow, Poland 2023 | Travel guide 😍🇵🇱✈️",2022-10-26T00:10:00Z,800,14,1,"['Krakau polen', 'Krakow', 'Krakow 2023', 'Krakow poland', 'Krakow top', 'Krakow top 10', 'Krakow top 10 things to do', 'best things to do in krakow', 'krakow attractions', 'krakow city', 'krakow city guide', 'krakow guide', 'krakow nightlife', 'krakow old town', 'krakow poland travel', 'krakow things to do', 'krakow tour', 'krakow tourism', 'krakow travel', 'krakow travel guide', 'krakow travel vlog', 'krakow vacation', 'krakow vlog', 'krakow what to do', 'poland travel guide', 'things to do in krakow', 'travel channel']",19,UCcwcop2_Jwf7gRoQAAsfJfw,PT5M49S,{},hd,D-WgFxA2KZ0
work permit visa 2022 latest updates - Poland Italy Spain Hungary Czech Republic Work permit visa,2022-09-01T07:04:22Z,7441,412,113,"['work permit visa 2022', 'work permit visa 2022 latest updates', 'Czech Republic Work permit', 'czech republic work visa', 'italy work permit update', 'spain work permit visa 2022', 'italy work permit visa', 'hungary work permit 2022', 'poland work permit visa', 'poland work permit 2022', 'work permit in czech republic', 'spain work permit visa', 'work permit visa spain', 'work permit visa poland', 'work permit visa czech republic', 'work permit visa hungray', 'mrsingh', 'travel with mrsingh', 'mrsingh greece']",22,UCxc-mjQwnlZlv-KBz4nwshA,PT9M17S,{},hd,p2CK6w1e8fc
Poland Uncovered: Visit the Top 10 Must-See Cities,2023-02-14T12:46:03Z,14328,226,22,"['Poznan', 'Szczecin', 'Torun', 'Warsaw', 'Zakopane', 'Krakow', 'Gdansk', 'Lublin', 'Wrocław', 'Katowice', 'poland', 'poland travel', 'poland tourism', 'Malbork', 'poznan', 'Tatra National Park', 'Wroclaw', 'poznan poland', 'poznan 4k', 'poznan travel guide']",19,UCl-HmtqfvNP9-xWuMyrcQPQ,PT4M47S,{},hd,qkjNfpIu_T0
VKIE - 120 WERSÓW ŻEBY ZAJE*AĆ CO WASZE - ENGLISH AND POLISH REACTION (REAKCJA! + POLISH SUBTITLES!),2023-11-27T17:06:50Z,717,39,13,"['poland', 'polish', 'polska', 'polski', 'polsku', 'react', 'reacting', 'reaction', 'english', 'rudy', 'england', 'visit poland', 'poland travel guide', 'poland travel', 'polish rap reaction', 'sbmaffija', 'sb', 'reakcja', 'REACTION/REAKCJA', 'polish subtitles', 'VKIE', '120 WERSÓW ŻEBY ZAJE*AĆ CO WASZE']",10,UC0jDSqaBZo5-owXfU6h_ikw,PT17M25S,{},hd,0Ei46bh-m4k
Alternative History of Poland - Before 1816 (S2E00 - Victoria 2),2021-11-22T14:32:47Z,1535,41,11,"['aar', 'poland', 'rzeczpospolita', 'timelapse', 'historia', 'polska', 'history', 'hussars', 'grand duchy', 'duchy', 'ksiestwo', 'lithuania', 'ruthenia', 'wojna', 'alternatywna', 'alternative', 'kolonie', 'alt hist', 'victoria 2']",20,UCMkC8auvuSIcZhRtK6Jg0Iw,PT3M56S,{},hd,FQcO8irULOI
Poland's Drinking Soldier Bear That Fought In WW2 | Wojtek,2020-11-23T16:22:34Z,2323,119,29,"['Poland', 'WW2', 'Bear', 'War', 'Soldier', 'Polish', 'Wojtek', 'Nazi', 'Soviet', 'Stalin', 'Polska', 'Fascinating', 'Sicily', 'Italy', 'World War 2', 'Second World War', 'Unbelievable', 'Animal', 'Brown Bear', 'Grizzly', 'Beer', 'Europe', 'Smart Animal', 'Wojtek Bear', 'Battle', 'Fight', 'Artillery', 'Artillery Bear', 'Soldier Bear', 'Warsaw', 'Krakow', 'Polish Bear', 'Monte Cassino', 'World War', 'Hero', 'Animal Hero', 'Polish Army']",27,UCVPoBOtoMgl8MpLxh-PS2Fg,PT8M3S,{},hd,_bRttx9hGhE
Here's Poland New Anti-UAV system,2022-05-14T11:57:23Z,21980,187,2,[],22,UCAUmQGAZZkcuN9pdh6pMZlw,PT1M52S,{},hd,hVJnEHFK99c
Imported racing pigeons from Poland and loft visit by Pino Loft,2023-02-25T15:00:06Z,4283,160,87,"['homing pigeons', 'racing pigeon', 'fancy pigeon', 'palomas', 'racing pigeons', 'young birds', 'old birds', 'raising pigeons', 'training pigeons', 'fancy pigeons', 'Pigeons', 'Palomas', 'الحمام', '鴿子', 'mga kalapati', 'Tauben', 'duiven', 'gołębie', 'piccione', 'piccioni', 'duer', 'colomennod', 'יונים', 'mga salampati', 'breeding', 'breeding pigeons', 'breeders', 'long distance', 'homing pigeon', 'pigeon', 'pombo', 'pombos', 'porumbel', 'kalapati', 'حمامة', 'merpati', 'chim bồ câu', 'голубь', 'racer pigeon', 'how to train pigeons', 'how to make a pigeon loft', 'one loft race', 'OLR']",24,UCSrThO1D0E4M1bw0-fYi7pg,PT13M54S,{},hd,AMSnwljyCQs
How to survive POLAND lol 🇵🇱,2023-06-05T16:00:14Z,201,6,2,[],23,UCK4p26tXpueE7S5TzNts2hw,PT2M59S,{},hd,Q64Zb0jI_vI
"Haunted Castle | DUNGEON & TORTURE CHAMBER | Łagów, Poland",2018-11-25T11:40:03Z,25697,1534,372,"['Haunted Castle', 'Dungeon', 'Torture Chamber', 'Poland', 'Łagów', 'Łagów Castle', 'Lagow Castle', 'Polish Castle', 'Haunted', 'Ghost', 'Ghosts', 'Ghost Stories', 'Paranormal', 'Paranormal Investigation', 'Most Haunted Castle', 'Overnnight in a Haunted Castle', 'Haunted Places', 'Polish', 'Scary Places', 'AmysCrypt', ""Amy's Crypt"", 'haunted castle in poland', 'castle in poland', 'hotel torture room', 'torture room']",22,UCiEK-SwMjiYsiWzXvOKqKdg,PT22M33S,{},hd,NgCrqrXlNx8
How Much Does My Turkish Girlfriend Know About Poland? | Quiz Challenge,2019-06-06T15:00:02Z,23548,569,23,"['poland', 'turkey', 'polish guy', 'polish', 'polish boyfriend', 'turkish', 'turkish girl', 'turkish girlfriend', 'challenge', 'poland vs turkey', 'polish culture', 'culture shocks', 'life in poland', 'life in turkey', 'living in poland', 'quiz about poland', 'polish quiz', 'quiz challenge', 'pawel skiba', 'skiba pawel', 'basak yildiz', 'fun challenge', 'turkish challenge', 'game', 'relationship', 'international couple', 'dating', 'couple challenge', 'international couple quiz', 'international couple challenge']",22,UCX2rHYwEbWobzNc5i-1-8RA,PT8M33S,{},hd,CGC8SNesXJs
Poland 2030: A Regional Superpower,2023-05-06T21:32:56Z,60,2,0,[],22,UCCY2hOnCiUp9V8i2zsAq5ig,PT1M11S,{},hd,fNhsQk9WXXI
Poland Tastes BerryGood!,2019-02-08T00:48:17Z,556,4,0,[],22,UC87ikdmuYt23sCWHsK-GqLg,PT2M46S,{},hd,YNrF4x9QNJg
Former US spy reveals why Poland sabotaged South Africa peace delegation,2023-06-20T18:25:44Z,231558,10169,2633,"['2nacheki', '2nacheki news', '2nacheki africa', 'africa peace talks', 'south africa poland racism', 'south africa poland issue', 'Africa is Watching', 'south africa poland news', 'candid africa', 'poland africa', 'poland south africa', 'poland', 'africa', 'south africa', 'africa russia ukraine war', 'ramaphosa poland', 'Africa russia ukraine', 'ramaphosa russia ukraine', 'africa speech', 'candid speech', 'ramaphosa delegation', 'africa news', 'Russia ukraine', 'russia ukraine war', 'cyril ramaphosa', 'zelensky', 'Poland racism']",25,UCG7uFJVZsxQRwDssom9Pavw,PT5M34S,{},hd,GY4hV_gIMbM
● Jadwiga of Poland & Elizabeth of Bosnia | Mother's Daughter,2021-06-20T13:00:20Z,1585,69,22,[],1,UC3BPxCRWS0JJrE3343onSMQ,PT1M8S,{},hd,tjKCyEDWXaU
Poland🇵🇱|Ukraine🇺🇦|China🇨🇳|France🇫🇷|Thailand🇹🇭Flags Color Mixing#art#shorts#viral,2023-11-01T11:56:48Z,3211,0,7,"['color mixing', 'flags color mixing', 'Poland', 'ukriane', 'thailand', 'france', 'china', 'mixing', 'art', 'viral', 'shorts', 'independent day', 'painting', 'colors', 'how to', 'easy arts', 'easy art for kids']",26,UCiNDisG5rZUYUVdH6-jJ--g,PT39S,{},hd,NogUYr_cydM
"Poland Procures 1,400 Borsuk IFVs: Modernizing Soviet-era Ground Fleet",2023-03-03T04:02:48Z,6166,199,34,"['dungtran', 'dung tran military', 'dung tran blog', 'dung tran', 'dung tran vlog', 'european defense', 'European military', 'war in ukraine', 'war in europe', 'europe army', 'Polish Procurement', 'latest defence news', 'Borsuk IFV', 'Borsuk infantry fighting vehicles', 'Huta Stalowa Wola', 'BWP-1']",28,UCdW0Ug_lrQsUAkwZCs8aIgQ,PT5M52S,{},hd,T8C-H-slnGY
Zabójstwa polityków w XX-wiecznej Polsce | HISTORIE,2023-11-21T19:10:48Z,43843,2390,238,"['polityka', 'zbrodnia', 'kryminalne', 'polska', 'ciekawostka', 'historia', 'historie']",27,UCsuLUUEHlOASI5tyYYgInWA,PT25M31S,{},hd,4wK3-D9UrKA
"CHEAP IN INDONESIA, EXPENSIVE IN POLAND",2022-10-21T12:38:01Z,2461,79,3,"['globeinthehat', 'Globe in the Hat', 'Globus w kapeluszu', 'Ania Tomczak', 'bule Polandia', 'Bule lucu', 'Polandia Indonesia', 'Bule Indonesia', 'bule cinta indonesia', 'bule cinta budaya indonesia', 'bule polandia cinta indonesia', 'bule tiktok', 'bule tiktok indonesia', 'travel indonesia', 'bule traveling ke indonesia', 'ceny w indonezji', 'ceny na bali', 'prices in indonesia', 'prices in bali', 'life in indonesia', 'polka na bali', 'polka w indonezji', 'exotic fruit', 'bule hidup di indonesia', 'life in bali']",24,UCZkVPUf-4-HjaTdrswApBFQ,PT28S,"{'latitude': -0.789275, 'longitude': 113.921327, 'altitude': 0}",hd,5u-X7Mh-Y7M
পোল্যান্ডের ভিসা নিজে নিজে প্রসেস! Easy way Poland visa process,2023-11-26T13:07:31Z,5720,344,166,"['পোল্যান্ডের ভিসা নিজে নিজে প্রসেস!', 'Easy way Poland visa process', 'ভিসা আপডেট পোল্যান্ড', 'পোল্যান্ড নতুন আপডেট', 'নিজে নিজে পোল্যান্ড যাওয়ার সহজ উপায় কি?', 'নিজে নিজে চেষ্টা করে পোল্যান্ড ভিসা', 'পোল্যান্ড ভিসা এপ্লিকেশন ১০০% সঠিক পদ্ধতি', 'How to Apply for a Poland Visa?', 'What is the best visa in Poland?', 'Can I apply visa online for Poland?', 'How much is Poland visa fees?', 'সৌদি থেকে পোল্যান্ড যাওয়ার নিয়ম', 'এম্বাসি ফাইল সাবমিট করার জন্য কি করতে হবে']",22,UCqMZ1MLMYLYO-EfJZW6B9iw,PT12M21S,{},hd,QypmShQ5yOc
Poland seeing massive influx of Ukrainian refugees | Rush Hour,2022-03-18T22:41:56Z,3189,73,8,"['video', 'news', 'Ukraine', 'Russia', 'War', 'Poland', 'Refugees', 'Zamosc']",25,UCCjG8NtOig0USdrT5D1FpxQ,PT2M31S,{},hd,RHTpTOzGD9w
Jadwiga of Poland {17.07.1399} [eng],2021-07-16T22:00:11Z,5456,103,31,[],22,UClt8qBWWWbc4-4T_6VLBxxA,PT4M7S,{},hd,Xm6BoH0x9A8
Accents in Poland vs accents in America,2018-12-07T19:00:58Z,16799,484,69,"['travel', 'couple', 'vlog']",22,UCVln5I2ZTqb6HXDVXF_V6pA,PT16M41S,{},hd,RWpW8QVaRYw
TRC Poland/Poland TRC Card/How to get residence permit in Poland,2022-12-09T11:31:05Z,530,19,4,"['residence permit poland', 'poland trc card processing time', 'trp in poland', 'trc poland', 'poland trc', 'how to get work permit in poland', 'karta pobytu poland', 'how to get resident card in poland', 'poland pr process', 'poland trc card', 'residence permit', 'study in poland', 'temporary residence card poland', 'temporary residence card', 'temporary residence permit', 'trc', 'trc in poland', 'how to get trc in poland', 'how to get poland trc', 'how to get residence card in poland', 'new chapter', 'nc immigration']",22,UClg2HXSmqjszBYEYjq9GQ4g,PT38S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,sTcdmwwWQ-E
Queer activists on trial in Poland,2023-06-28T10:39:38Z,72,3,0,['Sphera Network'],25,UCKjglpwAL5ZPPITJpu14zrA,PT5M32S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,68HBqJBnAC0
Poland expels Russian diplomats after Ukraine invasion | Rush Hour,2022-03-23T21:36:09Z,25365,487,114,"['video', 'news', 'poland', 'russian spies', 'nato', 'russian diplomats', 'espionage', 'ukraine war', 'ukraine refugees', 'vladimir putin']",25,UCCjG8NtOig0USdrT5D1FpxQ,PT3M11S,{},hd,qKQEUA8q3x0
Rozwiązania low-code | Rewolucja w procesach biznesowych,2023-11-27T15:34:31Z,41,0,0,[],28,UCQ3UQ7RJPEYnAWC_rPE5Dxg,PT1M31S,{},hd,YCGf5B21V9o
SUDECKA OSTOJA 121/2023 Zima w Sudetach - Wywiad z kandydatem na Prezesa NRŁ - Marcin Możdżonek,2023-11-24T16:00:17Z,25700,1176,185,"['natura', 'zima']",15,UCFTAuCTPO6K_x-GV8k9Jgvw,PT36M16S,{},hd,TxsD_LD1lYI
পোল্যান্ডের ভিসা করতে কতো টাকা লাগে? How much is Poland visa fees?,2023-05-08T12:06:53Z,141109,3790,1319,"['পোল্যান্ডের ভিসা করতে কতো টাকা লাগে?', 'পোল্যান্ডের ভিসার দাম কত', 'পোল্যান্ড আসতে কত টাকা লাগবে', 'জব ভিসা কত টাকা লাগবে পোল্যান্ড যেতে', 'পোল্যান্ড ওয়ার্ক পারমিট প্রসেসিং খরচ কত', 'বর্তমানে পোল্যান্ড যেতে কতো টাকা লাগে', 'পোল্যান্ডে কাজের ভিসায় কিভাবে যাবো?', 'How much is Poland visa fees?', 'poland work permit visa cost', 'Poland work visa cost and requirements', 'how to get Poland work visa', 'total cost of moving from asia to poland', 'poland appointment from bangladesh']",22,UCqMZ1MLMYLYO-EfJZW6B9iw,PT10M15S,{},hd,s3lscktor_E
Korea's K2 Black Panther Accelerates The Delivery To Poland,2022-12-12T04:40:24Z,3327,116,23,"['dungtran', 'dung tran military', 'dung tran blog', 'dung tran', 'dungtran vlog', 'K2', 'main battle tank', 'south korea', 'poland', 'k2PL', 'K2 Black Panther', 'k2 to poland']",28,UCdW0Ug_lrQsUAkwZCs8aIgQ,PT6M53S,{},hd,9IsGxcq5jwQ
History of interwar Poland in countryballs,2020-09-12T12:14:00Z,116970,3933,376,"['history', 'countryballs', 'Poland', 'animation', 'world war 2', 'interwar poland', 'interwar europe', 'interwar', ""20's"", ""30's"", 'Europe', 'history of Poland', 'history of...', 'history channel', 'historia Polski', 'Polska', 'Piłsudski', 'ww2', 'september campaign', '1918-1939', '2d animation', 'history of poland', 'history of poland countryballs', 'countryballs history', 'cartoon', 'polish', 'polandball', 'slav', 'slavic history', 'Second World War', 'WWII', 'pre WWII', 'independence', 'PolishTortoise', 'historia Polski w countryballach', '1918', '1939', 'war', 'epic']",1,UCx22mlTERBqxg30j186hOsA,PT4M34S,{},hd,jOmMuuiYzQ4
Want to Save Europe? Learn from Poland #poland #polish #politics #political #video #edit,2023-11-27T18:38:49Z,22473,1138,117,[],25,UCkOk_X9MhyFbV8EmA9TBmCA,PT35S,{},hd,oJFI85WNR0A
SUDECKA OSTOJA 121/2023 Zima w Sudetach - Wywiad z kandydatem na Prezesa NRŁ - Marcin Możdżonek,2023-11-24T16:00:17Z,25700,1176,185,"['natura', 'zima']",15,UCFTAuCTPO6K_x-GV8k9Jgvw,PT36M16S,{},hd,TxsD_LD1lYI
"🇵🇱 A DAY IN POLAND, THOUGHTS?",2023-04-28T23:09:42Z,783,30,8,"['#poland', '#warsaw', '#warsawpoland', '#daytrip', '#europe', '#travel', '#travelblbogger', '#travelgram', '#traveltiktok', '#travelyoutube', '#visitwarsaw', '#visitpoland', '#polishcity', '#polish', '#polishcapital', '#palaceofcultureandscience', '#polisharmymuseum', '#escapetotravel', '#exploretheworld', '#traveltheglobe', '#traveladdict', '#travelogue', '#adventuretravel', '#travelmore', '#travelingram', '#traveldiaries', '#worldtraveler', '#travelforever', '#travelinglife', '#traveltips', '#mytravelgram', '#travelguide', '#travelpics', '#travelawesome', '#travelingislife']",19,UCN6j3NXJG33VeErYeBWXeRA,PT19M55S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,XbCDLPPQKN4
To which countries is Poland most similar? #poland #shorts,2023-09-08T07:38:00Z,2473,25,7,"['poland facts', 'information about Poland', 'what is poland like', 'geography facts', 'relation between poland and other european countries']",19,UChyTQoKQ3qv9nMeXChg-RJA,PT37S,{},hd,FfbFDipAlT0
Brak Grześka dał się we znaki... | Złomowisko PL,2023-11-24T17:00:04Z,77804,498,11,"['Discovery', 'discovery channel', 'discovery Polska', 'discovery channel Polska', 'Nauka', 'Edukacja', 'Ciekawostki', 'złomowisko pl nowy sezon', 'Złomowisko PL', 'discovery złomowisko', 'Pan Edek', 'Krzykacz', 'złomowisko mama', 'discoveryplus', 'marek', 'złomowisko nowy sezon']",28,UC7U89d81jFokGK7kFq7jwtA,PT3M28S,{},hd,4J0Z__Jsp-s
Is This the Most Militarized Region in European Union? (Poland Belarus Border),2022-07-27T12:31:52Z,82151,2060,178,"['poland', 'Białowieża', 'bialowieza forest poland', 'european bison', 'zubr poland', 'poland border', 'belarus border poland', 'polish military', 'poland nato', 'poland history', 'polish history', 'russian history', 'russian empire history', 'polska', 'poland motorcycle trip', 'poland motorcycle', 'motorcycle life', 'motorcycle lifestyle', 'honda motorcycle', 'honda transalp', 'motorcycle', 'motorcycle travel', 'motorcycle exploring', 'solo riding motorcycle', 'solo ride', 'motovlogger', 'solo traveler', 'pedro mota']",27,UCQc2abzqbqrp-TZG3K79Wng,PT14M57S,{},hd,bG4JWJZ5-ZU
